Load,Vehicle,Carrier,Net Revenue,Gross revenue,Actual Delivery Date,Carrier Assigned By
261243,396074,EDWARDS ELITE TRANSPORTATION CORP,195,1445,4/28/2026 19:10,Tyson Artis
261243,396077,EDWARDS ELITE TRANSPORTATION CORP,195,1445,4/28/2026 19:10,Tyson Artis
261243,396080,EDWARDS ELITE TRANSPORTATION CORP,195,1445,4/28/2026 19:10,Tyson Artis
267322,407385,VG AUTO INC,115,815,4/28/2026 19:24,Illia Kovanko
267283,406885,BUMBLE AUTO BROKERS LLC,20,195,4/28/2026 19:27,Rodrigo Herrera
267283,407213,BUMBLE AUTO BROKERS LLC,20,195,4/28/2026 19:27,Rodrigo Herrera
267283,407223,BUMBLE AUTO BROKERS LLC,20,195,4/28/2026 19:27,Rodrigo Herrera
265501,403533,USA WORLD TRANSPORT LLC,50,450,4/28/2026 19:41,Liza Kolodii
265993,401775,DOUBLE J&K TRANSPORT LLC,50,285,4/28/2026 19:45,Ryan Glover
263720,400537,DOUBLE J&K TRANSPORT LLC,30,265,4/28/2026 19:46,Ryan Glover
267713,407909,DOUBLE J&K TRANSPORT LLC,79,315,4/28/2026 19:47,Ryan Glover
267219,407196,JR EXPRESS TRANSPORTATION LLC,40,165,4/28/2026 20:06,Rodrigo Herrera
267219,407199,JR EXPRESS TRANSPORTATION LLC,40,165,4/28/2026 20:06,Rodrigo Herrera
267219,407203,JR EXPRESS TRANSPORTATION LLC,40,165,4/28/2026 20:06,Rodrigo Herrera
266454,405667,VVS GROUP INC,-55,295,4/28/2026 20:11,Illia Kovanko
266454,406276,VVS GROUP INC,-55,295,4/28/2026 20:11,Illia Kovanko
261456,396265,QUICKMOVE LLC,-150,335,4/28/2026 20:13,Illia Kovanko
267139,406790,SHARA SHARA CORP,190,600,4/28/2026 20:13,Liza Kolodii
267139,406821,SHARA SHARA CORP,130,540,4/28/2026 20:13,Liza Kolodii
268226,408156,CLEVELAND AUTO TRANSPORT LLC,-10,200,4/28/2026 20:18,Illia Kovanko
267967,406884,SG3 SERVICE INC,10,75,4/28/2026 20:40,Rodrigo Herrera
267967,406900,SG3 SERVICE INC,10,75,4/28/2026 20:40,Rodrigo Herrera
267967,406913,SG3 SERVICE INC,10,75,4/28/2026 20:40,Rodrigo Herrera
262328,398102,WALKER'S EXPRESS TRANSPORT LLC,25,450,4/28/2026 20:53,Ryan Glover
266364,405571,DT EXPRESS TRANSPORTATION CORP,75,375,4/28/2026 20:56,Illia Kovanko
265062,403015,AMERICAN LOGISTICS PRIME LINE INC,-67.5,585,4/28/2026 20:58,Liza Kolodii
265062,404387,AMERICAN LOGISTICS PRIME LINE INC,-17.5,635,4/28/2026 20:58,Liza Kolodii
267022,406584,BROS. BROOKLYN TOWING AND TRANSPORT LLC,50,150,4/28/2026 21:15,Rodrigo Herrera
267185,406842,TRANSLINK LOGISTICS INC,40,490,4/28/2026 21:18,Liza Kolodii
267185,406940,TRANSLINK LOGISTICS INC,40,490,4/28/2026 21:18,Liza Kolodii
267791,407287,CRC TRANSPORT LLC,108.35,375,4/28/2026 21:37,Illia Kovanko
267791,407292,CRC TRANSPORT LLC,108.33,375,4/28/2026 21:37,Illia Kovanko
267791,407293,CRC TRANSPORT LLC,108.33,375,4/28/2026 21:37,Illia Kovanko
267791,407294,CRC TRANSPORT LLC,108.33,375,4/28/2026 21:37,Illia Kovanko
267791,407579,CRC TRANSPORT LLC,108.33,375,4/28/2026 21:37,Illia Kovanko
267791,407583,CRC TRANSPORT LLC,108.33,375,4/28/2026 21:37,Illia Kovanko
266659,403995,ACE CAR HAULER LLC,75,400,4/28/2026 22:04,Ryan Glover
266119,407250,SOUTHERN HAULING EXPRESS LLC,2.24,80,4/28/2026 22:14,Rodrigo Herrera
266119,407251,SOUTHERN HAULING EXPRESS LLC,2.22,80,4/28/2026 22:14,Rodrigo Herrera
266119,407252,SOUTHERN HAULING EXPRESS LLC,2.22,80,4/28/2026 22:14,Rodrigo Herrera
266119,407253,SOUTHERN HAULING EXPRESS LLC,2.22,80,4/28/2026 22:14,Rodrigo Herrera
266119,407255,SOUTHERN HAULING EXPRESS LLC,2.22,80,4/28/2026 22:14,Rodrigo Herrera
266119,407256,SOUTHERN HAULING EXPRESS LLC,2.22,80,4/28/2026 22:14,Rodrigo Herrera
266119,407260,SOUTHERN HAULING EXPRESS LLC,2.22,80,4/28/2026 22:14,Rodrigo Herrera
266119,408912,SOUTHERN HAULING EXPRESS LLC,2.22,80,4/28/2026 22:14,Rodrigo Herrera
266119,408916,SOUTHERN HAULING EXPRESS LLC,2.22,80,4/28/2026 22:14,Rodrigo Herrera
266634,405802,ROCKING J TRANSPORT LLC,25,325,4/28/2026 22:24,Ryan Glover
268568,409550,FASTLANE AUTO TRANSPORT LLC,25,400,4/29/2026 00:01,Tyson Artis
265377,403534,AVT LOGISTICS LLC,-55,445,4/29/2026 00:10,Illia Kovanko
264324,401594,FASTLANE AUTO TRANSPORT LLC,0,450,4/29/2026 00:13,Tyson Artis
264324,405075,FASTLANE AUTO TRANSPORT LLC,-50,400,4/29/2026 00:13,Tyson Artis
264547,402129,GQ LINE LLC,15,540,4/29/2026 00:59,Illia Kovanko
265489,403510,LEMBERG TRANS LLC,25,625,4/29/2026 05:47,Liza Kolodii
267337,407400,"ROADRUNNER NC TRANSPORT, LLC",50,300,4/29/2026 06:10,Tyson Artis
267559,407683,AVT LOGISTICS LLC,180,580,4/29/2026 07:22,Illia Kovanko
267814,407984,IN THE WRAPZ LLC,95,295,4/29/2026 07:49,Liza Kolodii
265852,404366,MC TRANSPORTATION LLC,78,978,4/29/2026 07:58,Illia Kovanko
267083,406721,BELTRAN & BAEZ ENTERPRISES LLC,20,180,4/29/2026 08:16,Rodrigo Herrera
268086,408187,ALONSO'S EXPRESS TRANSPORT LLC,75,250,4/29/2026 08:17,Rodrigo Herrera
264607,402044,VA CARRIER INC,37,787,4/29/2026 08:31,Illia Kovanko
264607,402052,VA CARRIER INC,37,787,4/29/2026 08:31,Illia Kovanko
264607,402053,VA CARRIER INC,37,787,4/29/2026 08:31,Illia Kovanko
264607,402054,VA CARRIER INC,37,787,4/29/2026 08:31,Illia Kovanko
264607,402055,VA CARRIER INC,37,787,4/29/2026 08:31,Illia Kovanko
264607,402056,VA CARRIER INC,37,787,4/29/2026 08:31,Illia Kovanko
268454,409432,TOWMASTERS SERVICES K&E LLC,25,75,4/29/2026 08:38,Rodrigo Herrera
265111,402849,GT NYC INC,-40,190,4/29/2026 08:53,Liza Kolodii
265111,402903,GT NYC INC,-40,190,4/29/2026 08:53,Liza Kolodii
265111,404000,GT NYC INC,-40,190,4/29/2026 08:53,Liza Kolodii
265587,396484,M & K TOWING AND RECOVERY LLC,-30,195,4/29/2026 08:58,Ryan Glover
266283,405347,SP COURIER CORP,-25,150,4/29/2026 09:02,Rodrigo Herrera
266283,405350,SP COURIER CORP,-100,75,4/29/2026 09:02,Rodrigo Herrera
266283,406757,SP COURIER CORP,75,250,4/29/2026 09:02,Rodrigo Herrera
267110,406756,CTA GOMEZ TRUCKING LLC,85,635,4/29/2026 09:15,Liza Kolodii
264283,400759,BUMBLE AUTO BROKERS LLC,-5,195,4/29/2026 09:26,Rodrigo Herrera
264283,401024,BUMBLE AUTO BROKERS LLC,-5,195,4/29/2026 09:26,Rodrigo Herrera
264283,406184,BUMBLE AUTO BROKERS LLC,-5,195,4/29/2026 09:26,Rodrigo Herrera
268427,409410,TOWMASTERS SERVICES K&E LLC,15,75,4/29/2026 09:31,Rodrigo Herrera
268427,409411,TOWMASTERS SERVICES K&E LLC,15,75,4/29/2026 09:31,Rodrigo Herrera
262371,398175,1611 TRANSPORTATION INC,-699.5,0.5,4/29/2026 09:33,Tyson Artis
262371,398176,1611 TRANSPORTATION INC,-699.5,0.5,4/29/2026 09:33,Tyson Artis
259738,386268,TRUCKER SWAG LLC,-25,675,4/29/2026 09:34,Ryan Glover
264032,401080,BY GRACE TOWING LLC,-50,250,4/29/2026 09:44,Tyson Artis
266428,404985,LIGHT TOWING LLC,-100,300,4/29/2026 09:55,Liza Kolodii
267269,406973,SMTE LLC,20,100,4/29/2026 09:58,Tyson Artis
267269,406978,SMTE LLC,20,100,4/29/2026 09:58,Tyson Artis
267269,407009,SMTE LLC,20,100,4/29/2026 09:58,Tyson Artis
267269,407011,SMTE LLC,20,100,4/29/2026 09:58,Tyson Artis
267269,409331,SMTE LLC,20,100,4/29/2026 09:58,Tyson Artis
